"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500"
"37071000040",12,3,1,1,12,11,7,12,1,1,13,4,9,9,4,8,12,4,10,4,2,9,14,14,10,8,7,7,10,8,8
"37037ESC114",1,8,11,11,6,7,13,4,13,11,2,1,5,6,7,9,14,14,13,6,1,12,6,2,2,2,4,12,12,14,5
"37103000P06",9,2,5,6,8,9,6,9,8,3,11,5,14,1,1,6,6,9,7,1,3,3,7,13,3,12,13,13,6,6,6
"3710900WP32",12,12,1,1,7,10,4,11,12,1,13,10,9,9,4,10,12,4,10,13,4,4,9,11,8,11,10,7,7,5,7
"37103000P05",9,6,5,6,8,9,6,6,6,3,11,3,14,1,1,1,6,9,7,12,3,3,7,13,3,12,13,13,6,9,2
"37103000P04",9,4,5,6,8,8,6,6,6,3,11,3,14,1,11,1,6,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"37103000P03",9,6,14,6,8,9,6,9,6,6,11,5,14,1,1,6,6,9,7,1,3,3,7,13,3,12,13,13,6,9,2
"37103000P02",9,6,5,6,8,9,6,6,6,3,11,5,14,1,1,6,6,9,7,1,3,3,7,13,3,12,13,4,6,9,2
"37065000801",6,4,4,9,9,8,3,8,8,9,6,14,14,12,1,5,5,11,1,12,5,13,1,1,3,12,13,4,3,11,2
"37103000P01",9,4,5,6,8,9,3,6,6,3,11,5,14,1,1,5,1,9,7,12,3,3,7,13,3,12,13,13,6,9,2
"37103000P07",9,4,5,6,8,9,6,6,6,6,11,3,14,1,11,1,6,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"3706100MAGN",9,2,14,4,3,3,14,9,8,11,3,5,6,4,12,6,6,6,7,1,3,8,8,8,7,4,9,6,6,11,2
"371190107.1",10,13,12,12,10,11,12,7,4,8,4,9,4,14,2,2,12,4,10,10,4,4,9,5,5,11,10,10,7,7,7
"3703100MCRK",4,4,5,6,8,9,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,3,12,13,13,6,9,9
"3714100CT03",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,6,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"3707700TYHO",6,5,4,2,4,14,10,10,5,7,6,6,1,10,3,9,5,8,3,5,13,6,1,7,6,13,6,2,9,11,1
"3716300KFRK",11,2,14,9,14,3,14,9,9,4,9,5,6,4,12,6,6,6,12,1,7,8,8,8,7,4,9,6,1,11,2
"370810H27-A",3,7,3,5,11,4,5,5,10,12,7,2,7,6,7,7,8,5,9,9,9,11,5,12,12,3,1,3,12,13,13
"37071000008",12,3,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000007",12,3,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000006",12,3,1,1,12,11,7,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000005",12,3,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000004",12,3,1,1,12,11,7,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000003",12,3,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000002",12,12,1,1,12,11,7,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37071000001",12,12,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37119000045",8,13,12,12,10,11,12,1,11,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,5,14,10,5,5,7,14
"37119000044",8,13,12,12,10,11,12,11,4,8,8,8,2,14,2,14,9,12,6,11,14,14,12,9,11,14,5,5,5,7,14
"37119000043",10,13,12,12,10,11,12,11,11,8,8,8,2,14,2,14,9,4,10,11,14,14,12,5,5,14,5,5,5,7,14
"37119000042",8,13,12,12,10,11,12,11,4,8,4,8,4,2,2,14,9,4,10,11,14,14,9,5,5,14,5,5,5,7,14
"3711100NEBO",12,3,13,10,2,12,7,2,1,13,10,13,8,9,4,8,10,10,4,4,2,10,10,14,14,8,7,7,8,8,8
"37119000041",10,13,12,12,10,11,11,11,4,8,4,8,4,9,2,2,12,4,10,10,4,4,9,5,5,5,10,10,7,5,7
"370810H27-B",3,7,3,5,11,5,5,5,2,12,7,2,7,7,7,7,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37119000040",10,13,12,12,7,11,11,11,4,8,4,8,4,9,2,2,12,4,10,10,4,4,9,5,5,5,10,10,7,5,14
"37071000009",8,12,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37025003-00",10,12,1,1,7,10,4,11,12,1,4,9,9,14,4,10,4,2,11,13,10,7,11,11,5,11,10,10,7,5,7
"37119000049",8,13,7,12,10,11,11,11,4,8,8,8,2,2,14,14,9,12,6,11,4,14,9,9,11,5,5,5,5,5,7
"37119000048",8,13,7,7,12,13,11,1,4,8,8,8,2,2,14,14,9,12,6,11,4,14,12,9,11,5,5,5,5,7,7
"37119000047",8,13,7,12,10,13,11,1,4,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,7
"37071000011",12,3,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37119000046",8,13,7,12,10,11,12,11,11,8,4,8,2,2,2,14,9,12,6,11,14,14,12,9,11,14,5,5,5,7,14
"37071000010",8,12,1,1,12,11,11,12,1,1,13,4,9,9,4,8,12,4,10,10,2,9,14,14,10,8,7,7,10,8,8
"37111GLENWD",7,10,13,10,2,2,2,12,1,10,13,13,13,13,13,13,13,13,4,4,2,10,10,14,14,10,7,7,8,8,8
"370630053-2",2,8,9,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,13,12,6,3,9,2,4,12,9,14,5
"370630053-1",2,8,11,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,13,6,6,3,9,2,3,12,9,14,5
"3717900017B",8,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,9,12,6,11,6,2,12,9,4,5,5,5,5,7,14
"3719909-SOU",12,3,13,10,2,2,2,2,7,13,10,13,13,13,13,8,13,13,4,2,2,10,10,10,10,10,7,7,8,10,10
"3717900017A",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,14,11,6,2,12,9,4,7,5,5,5,7,14
"37119000034",8,1,7,12,10,13,12,1,11,8,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,14,5,5,5,7,14
"37119000033",8,13,12,12,10,11,12,1,11,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,11,14,5,5,5,7,14
"37119000032",8,13,7,12,10,11,11,1,4,8,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,7
"37119000031",8,13,12,12,12,11,11,11,4,8,4,8,2,9,2,2,12,12,6,10,4,4,9,5,11,5,5,5,5,5,7
"37119000030",8,13,12,12,10,11,12,11,4,8,4,8,4,14,2,14,9,12,6,11,14,14,12,5,5,14,5,5,5,7,14
"37169000017",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,1,3,1,3,11,13,13
"37063000054",2,8,11,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,1,12,6,3,9,6,12,12,9,14,5
"37169000015",3,7,3,14,5,4,1,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,1,3,1,3,11,13,13
"37169000014",3,7,3,14,5,4,1,5,10,14,7,7,10,7,8,4,8,5,9,9,12,5,2,12,1,3,1,3,11,13,13
"37169000013",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"3714500FLRI",6,5,4,2,5,14,10,10,5,7,6,6,11,10,9,9,3,11,3,5,13,6,1,1,1,9,3,12,9,14,1
"37169000012",3,7,3,14,5,4,1,5,10,14,14,7,10,7,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37119000039",8,13,12,12,12,11,11,11,4,8,4,8,2,9,2,14,9,12,6,10,4,4,12,5,11,5,5,10,7,5,7
"37169000011",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37119000038",8,13,12,12,10,11,11,11,4,8,8,8,2,2,14,14,9,12,6,10,4,14,9,9,11,5,5,10,7,5,7
"37169000010",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37119000037",8,13,12,12,10,11,11,11,4,8,8,8,2,9,14,14,9,12,6,10,4,14,9,9,11,5,5,5,5,5,7
"37119000036",8,1,7,12,12,13,11,1,4,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"371070000SH",9,6,5,6,8,9,3,6,8,3,11,5,14,12,1,5,1,9,7,1,3,3,7,13,3,12,13,13,6,9,2
"37119000035",8,1,7,12,10,13,11,1,4,8,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,7
"3703300YANC",1,11,9,14,5,5,1,13,2,14,14,2,7,10,9,9,3,11,3,9,13,6,1,1,1,1,1,4,13,14,5
"37081000H12",3,7,3,5,11,4,5,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,13,3
"371750000BD",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37081000H11",3,7,3,5,11,4,1,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,11,13,3
"3705100CU02",11,2,6,3,6,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37081000H10",3,7,3,5,11,4,1,5,10,12,7,2,10,6,7,7,14,5,9,9,9,11,5,12,12,3,3,11,11,13,3
"371070000T2",9,2,4,9,8,9,3,8,8,3,3,5,14,1,1,6,1,9,7,1,3,13,7,13,3,12,13,4,6,11,2
"371070000T1",9,2,5,9,8,9,6,6,8,3,3,5,14,1,1,6,1,9,7,1,3,13,7,13,3,12,13,4,6,9,2
"37123000MTG",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,12,2,14,13,14,6,2,4,8,4,7,4,1,12,3,3
"37037NWM117",2,8,9,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,3,13,6,6,3,9,2,4,12,9,14,5
"37081000H18",3,7,3,5,11,4,1,5,10,12,7,2,10,7,8,7,14,5,9,9,9,11,5,12,12,3,3,3,11,13,3
"37081000H17",3,7,3,5,11,4,1,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,13,3
"3708700000P",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37081000H16",3,7,3,5,11,4,5,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,13,3
"371070000SW",9,6,5,9,8,9,3,6,8,3,11,5,14,1,1,5,1,9,7,1,3,3,7,13,3,12,13,4,6,9,2
"37081000H15",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,7,14,2,9,9,9,11,5,12,12,3,3,3,12,13,3
"37119000067",8,13,7,12,12,13,11,1,11,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37081000H14",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,7,14,2,9,9,9,11,5,12,12,3,3,3,12,13,3
"37119000066",8,1,12,12,10,13,11,1,4,5,8,8,2,2,14,2,9,12,6,11,14,14,12,9,11,14,5,5,5,7,14
"37063000048",2,8,11,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,13,6,6,3,9,6,12,12,9,14,1
"37081000H13",3,7,3,5,11,4,5,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,13,3
"37119000065",8,1,7,12,12,13,11,1,11,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37063000047",5,8,11,11,1,14,10,10,14,7,12,6,11,10,5,3,3,8,8,5,13,1,6,3,9,9,12,12,9,14,1
"37119000064",8,1,12,12,10,13,11,1,11,5,8,8,2,2,14,2,9,12,6,11,14,14,12,9,11,14,5,5,5,7,14
"37063000046",2,11,4,2,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,13,6,6,7,9,1,12,12,9,1,5
"37139000PRO",9,5,5,6,9,8,6,6,3,3,6,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37119000063",8,1,12,12,10,13,12,1,11,8,8,8,2,2,14,2,9,12,6,11,14,14,12,9,11,14,10,5,5,7,14
"37063000045",6,5,4,2,4,14,10,10,5,7,5,6,11,10,5,9,3,8,3,5,13,6,1,1,9,1,12,12,9,1,1
"37119000062",8,13,12,12,10,13,12,1,11,8,8,8,2,2,14,2,9,12,6,11,14,14,12,9,11,14,10,5,5,7,14
"37063000044",6,5,4,2,4,14,10,10,2,7,5,6,11,10,5,9,3,8,3,5,13,6,1,1,9,1,3,12,9,1,1
"37119000061",8,13,12,12,10,11,12,11,11,8,8,8,2,14,2,14,9,4,10,11,14,14,9,9,5,14,10,5,5,7,14
"37063000043",2,8,4,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,13,6,6,3,9,1,3,12,9,1,5
"37119000060",10,13,12,7,10,11,12,11,4,8,4,8,4,14,2,14,12,4,10,11,14,14,9,5,5,14,10,5,5,7,14
"37063000042",2,8,11,11,1,14,10,10,14,7,5,6,11,10,5,3,3,8,8,5,13,12,6,3,9,6,12,12,9,14,1
"37169000004",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37169000003",14,7,3,14,5,4,1,5,10,14,14,7,10,7,8,4,8,5,9,9,12,5,11,11,8,11,14,14,11,13,13
"3714500OLHI",6,5,9,2,5,5,1,13,2,14,14,6,11,10,9,9,3,11,3,9,13,6,1,1,1,9,3,12,9,14,1
"37169000002",14,7,3,14,5,4,1,5,10,14,14,2,10,7,8,4,8,5,9,9,12,5,11,11,8,11,14,14,13,13,13
"37169000001",14,7,3,14,5,4,1,5,10,14,7,7,10,7,8,4,8,5,9,9,12,5,2,11,8,11,14,14,11,13,13
"370130PINET",9,4,5,6,9,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,1,9,13,13,13,9,9
"37119000069",8,13,7,7,12,13,11,1,11,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37119000068",8,1,7,12,12,13,11,1,11,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"3704900CLR4",9,4,5,6,8,8,6,6,6,3,11,3,14,1,11,1,6,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"37169000009",14,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,12,12
"37081000H01",3,7,3,3,6,7,5,5,10,12,7,7,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,3,3
"37169000008",14,7,3,14,5,4,1,5,10,14,14,7,10,6,8,4,8,5,9,9,12,5,11,11,8,11,14,14,11,12,12
"37169000007",14,7,3,14,5,4,1,5,10,14,14,7,10,7,8,4,8,5,9,13,10,7,11,11,8,11,14,14,14,12,12
"3716300NGRV",11,2,14,9,9,9,14,9,8,11,3,5,12,5,12,6,6,6,7,1,7,8,13,6,7,4,9,9,1,4,2
"37063000052",6,5,11,2,1,14,10,10,14,7,12,6,11,12,9,9,5,8,8,3,13,6,6,7,13,9,12,12,9,1,1
"37063000051",2,8,11,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,1,6,6,3,9,6,12,12,9,14,1
"37063000050",2,11,4,2,1,14,10,10,14,7,5,6,11,10,5,9,3,8,3,5,13,6,6,3,9,1,3,12,9,1,1
"3716300HARR",4,6,14,4,3,3,14,9,8,6,3,5,6,4,12,6,6,6,14,14,7,8,8,4,7,4,9,6,6,6,6
"37081000H09",3,7,3,5,11,4,1,5,10,12,7,2,10,6,7,7,14,5,9,9,9,11,5,12,12,3,3,3,11,13,3
"370210061.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37081000H08",3,7,3,5,11,4,5,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,13,3
"3719910-PEN",7,10,13,10,2,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,2,10,10,10,10,10,8,8,8,10,10
"37081000H07",3,7,3,5,11,4,5,5,10,12,7,2,10,6,7,7,14,5,9,9,9,11,5,12,12,3,3,3,11,13,3
"37081000H06",3,7,3,5,11,5,1,5,10,12,7,2,7,6,7,7,14,5,9,6,9,11,5,12,12,3,3,11,12,13,3
"3703900ANNW",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37081000H05",3,7,3,5,11,5,1,5,10,12,7,2,10,6,8,7,14,5,9,6,9,11,5,12,12,3,3,11,12,13,3
"37081000H04",3,7,3,3,5,5,5,5,10,12,7,2,10,6,8,7,14,5,9,6,9,11,5,12,12,3,3,3,12,3,3
"37119000056",8,13,12,12,10,11,12,11,4,8,4,8,4,14,2,2,12,4,10,10,4,4,9,5,5,5,5,10,7,7,7
"37081000H03",3,7,3,5,11,4,5,5,10,12,7,2,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,13,3
"37119000055",8,13,12,12,10,11,11,11,4,8,4,8,4,14,2,2,12,4,10,10,4,4,9,5,5,5,5,10,7,5,7
"371370004HB",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,3,9,12,13,13,9,9
"37081000H02",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,7,14,5,9,9,9,11,5,12,12,3,3,3,12,3,3
"37119000054",8,13,12,12,10,11,11,11,4,8,4,8,4,14,2,2,12,4,10,10,4,4,9,9,5,5,5,10,7,5,7
"37119000053",8,13,12,12,7,11,11,11,4,8,4,8,4,9,2,2,12,12,6,10,4,4,9,5,11,5,5,10,7,5,7
"371750000B4",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370210052.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"371750000B3",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37119000052",8,13,12,12,12,11,11,11,4,8,4,8,2,9,14,14,9,4,10,10,4,14,9,9,11,5,5,5,5,5,7
"37119000051",8,13,12,12,10,11,11,11,4,8,8,8,2,2,14,14,9,12,6,11,4,14,9,9,11,5,5,5,5,5,7
"371750000B2",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37119000050",8,13,12,12,10,11,11,1,4,8,8,8,2,9,14,14,9,12,6,10,4,14,9,9,11,5,5,10,7,5,7
"371750000B1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370290000SM",9,5,5,6,9,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37119000059",8,13,7,7,10,13,11,1,4,5,8,8,2,2,14,14,9,12,6,10,4,14,9,9,11,5,5,10,7,5,7
"37183002-03",5,9,11,2,4,6,10,14,5,7,12,11,3,12,9,9,5,8,5,3,8,1,3,7,6,13,6,2,2,1,1
"370290000SH",9,5,5,6,9,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37119000058",8,13,7,12,10,13,11,1,11,5,8,8,2,2,14,14,9,12,6,10,4,14,9,9,11,5,5,10,7,7,7
"37183002-02",5,9,11,2,4,6,10,10,5,2,12,6,3,10,9,9,5,8,3,3,8,1,3,7,6,9,11,2,2,1,1
"370150000M2",9,5,5,6,9,8,6,6,3,9,11,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"37119000057",8,13,7,7,10,13,11,1,4,5,8,8,2,2,14,14,9,12,6,10,4,14,12,9,11,5,5,5,5,7,7
"37183002-01",5,9,11,2,4,6,10,14,5,2,12,11,3,10,9,3,5,8,3,3,8,1,3,7,6,9,11,2,2,1,11
"370150000M1",9,5,5,6,9,8,6,6,3,3,11,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"37081000CG2",1,11,9,14,11,5,1,13,2,12,14,2,7,7,7,4,8,14,13,9,12,5,2,2,2,1,1,4,11,13,13
"3714900SA04",7,10,10,13,13,2,7,12,7,10,10,4,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37081000CG1",1,11,9,14,11,4,1,13,2,12,14,2,7,7,7,4,8,14,9,9,12,5,2,12,12,1,1,4,11,13,13
"37067000133",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,9,11,5,12,12,3,1,3,11,13,13
"37067000132",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,12,3,1,3,11,13,13
"37067000131",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,12,3,1,3,11,13,13
"370510G5A-2",11,2,6,3,6,1,9,3,9,11,9,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"370510G5A-1",11,2,6,3,6,1,9,3,9,11,9,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"371810000NV",6,5,4,2,9,8,3,10,5,7,6,11,1,10,3,5,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37169000020",14,7,3,14,5,4,1,5,10,14,14,7,10,7,8,4,8,5,9,9,12,5,2,12,1,1,1,4,13,13,13
"37045GROVER",12,3,10,13,13,10,7,12,1,1,13,4,9,9,4,8,10,10,2,4,2,9,14,14,10,8,7,7,10,8,8
"37119000001",8,13,7,12,10,11,11,1,4,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,11,5,5,5,5,5,14
"37115MARS-H",7,10,10,13,2,2,2,2,7,10,10,13,13,13,4,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"370130GILEA",9,4,5,6,8,8,6,6,3,3,11,3,14,1,1,1,1,11,1,12,5,3,7,13,3,12,13,13,6,9,9
"3706100GLIS",9,2,4,9,8,9,6,9,8,3,3,5,14,4,12,6,6,6,7,1,3,13,7,13,7,4,13,4,6,11,2
"371750000DR",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37025006-00",13,1,7,3,6,7,13,4,12,5,1,10,4,11,10,2,4,2,13,13,10,7,11,11,8,14,4,11,12,3,3
"37119000009",8,13,12,12,10,11,11,11,4,8,8,8,2,2,2,14,9,12,6,11,4,14,12,9,11,5,5,5,5,5,14
"37099000CUL",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37119000008",8,13,7,12,10,11,11,1,4,8,8,8,2,2,2,14,9,12,6,11,4,14,9,9,11,5,5,5,5,7,14
"37119000007",8,1,12,12,10,13,11,1,4,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37119000006",8,13,12,12,10,13,12,1,11,8,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,14,10,5,5,7,14
"37119000005",8,13,12,12,10,11,12,11,4,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,5,14,5,5,5,7,14
"37119000004",10,13,12,7,10,11,12,11,11,8,4,9,2,14,2,2,12,4,10,11,14,14,9,9,5,14,10,5,5,7,14
"3704700P26B",4,6,8,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,4,4,9,6,4,6,6
"37119000003",10,13,12,12,10,11,12,11,11,8,8,8,2,14,2,14,12,4,10,11,14,14,9,9,5,14,10,5,5,7,14
"37119000002",8,13,7,12,10,11,11,11,4,8,8,8,2,2,2,14,9,12,6,11,14,14,12,9,11,5,5,5,5,5,14
"37173ALARKA",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"371750000CC",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370210008.3",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37067000122",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,10,4,5,9,6,9,11,5,2,2,2,4,3,11,13,3
"371190223.1",12,12,12,12,7,10,7,7,1,1,1,8,9,14,2,2,12,4,10,10,4,4,9,5,5,5,10,10,7,5,7
"370210008.2",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3708100SDRI",3,7,3,5,11,4,5,5,2,12,7,2,7,6,7,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37177000016",9,5,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37177000015",9,5,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"371750000CM",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37177000014",9,5,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37063000016",2,8,11,11,1,14,10,10,14,7,5,6,11,10,5,9,3,8,8,5,1,6,6,3,9,2,3,12,9,14,5
"37063000015",2,8,11,11,1,14,10,10,14,7,12,6,11,10,9,9,5,8,8,3,13,6,6,7,9,9,12,12,9,1,1
"3700300LRSL",14,3,13,10,2,12,4,7,12,13,1,10,8,8,10,10,8,5,4,4,10,7,11,11,8,11,14,14,10,12,12
"37063000014",2,8,11,11,1,14,10,10,14,7,12,6,11,10,9,9,5,8,8,3,13,1,6,7,9,9,12,12,9,1,1
"37063000013",5,8,11,11,1,14,10,10,14,7,12,6,11,10,5,3,3,8,8,5,13,1,6,7,9,9,12,12,9,1,1
"3714100UT14",4,6,14,4,3,3,14,9,6,6,3,5,6,1,12,12,6,9,14,14,7,3,8,4,7,4,9,6,4,6,6
"37063000012",2,8,11,11,1,14,10,10,14,7,12,6,11,10,5,9,3,8,8,5,13,1,6,7,9,9,12,12,9,1,1
"37067000123",3,7,3,5,5,4,5,5,10,12,7,7,10,6,8,4,8,5,11,9,9,11,5,12,12,3,1,3,11,13,13
